SMILES,S1-CC2,S1-PBE0-def2SVP-eV,S1-PBE0-def2TZVP-eV,S1-CAM-def2TZVP-eV,ID
CCC(=O)C,4.65125912522546,4.51162519182691,4.5030391791004405,4.53380248201191,72
CCC(=O)N,5.8813923225749205,5.80797569595893,5.753229626538809,5.7812032168248,73
CNC(=O)C,5.984360800618901,5.8838111438320295,5.87507383572712,5.90180332085083,74
CNC(=O)N,6.78341128712435,6.75486897859926,6.62052575750828,6.70480381403512,75
COC(=N)C,6.8184620180622595,6.57556844465043,6.5750370060279595,6.619603563196169,76
COC(=O)C,6.11660520650501,5.93131108981244,5.9289665556746005,5.95450336518014,77
COC(=O)N,7.2430436535711795,7.09595352473264,7.04398791606234,7.05620392941541,78
NC(=O)CO,5.78757830338252,5.68813098036914,5.64364170357409,5.67640313951413,79
CC(C)CO,7.23028939874589,7.580493573140131,7.20495966798674,7.1567040614561,81
C[C@@H](O)CO,7.493207296453839,7.6344554100410695,7.26733173197661,7.4407042626532895,82
CCC(C)C,9.28710408137338,9.29059339906715,8.763717039753491,9.0496051678133,83
CC[C@@H](C)O,7.24964051303075,7.54214618121337,7.1876581162745605,7.227403901995931,84
COC(C)C,7.4040170381795205,7.65933832962864,7.2901025027738,7.57330432152433,85
CC1(C)CC1,8.038376790859239,8.18809581295517,7.6597756168105695,7.91540439706839,86
CC1(C)CO1,7.77782438006636,8.18658149860082,7.78710265078339,8.13430459152596,87
CC1(O)CC1,7.181469699913981,7.47634874631738,7.005666102850641,7.114104072093621,88
N=C1CCO1,6.980167117189709,6.72925597717652,6.7080778895628,6.7434037277445995,89
O=C1CCC1,4.41525656649639,4.29285887745242,4.2672426106618,4.29890225705633,90
O=C1CCN1,6.22081452434339,6.07639737122862,6.0347680124684695,6.03350322664295,91
O=C1CCO1,6.2285014724469,6.027171950437619,6.0041108340131,6.01140321683111,92
O=C1CNC1,4.53139400108642,4.38357841635054,4.35999865066108,4.38940247207851,93
O=C1COC1,4.59475002926413,4.42605840344343,4.40766921211322,4.43210259938931,94
CC1CCC1,8.6991386755327,8.89454073849781,8.32687394785517,8.567804763057131,95
C[C@H]1CCO1,7.18870330611015,7.59952359291679,7.200419446063591,7.388204222106629,96
CC1COC1,6.99535488742757,7.45087506725752,6.96767572447876,7.1434039459668695,97
OC1CCC1,7.253503715346779,7.58093739105782,7.187892678533941,7.219004015238621,98
OC1COC1,6.87224806932566,7.1949714518698,6.73023014526072,6.97720379583861,99
C[C@H]1C[C@H]1C,8.064925592293589,8.170500650247781,7.68234747228107,7.883904481585989,100
C[C@H]1C[C@H]1O,7.27325619776689,7.60433674517191,7.11791366795362,7.1826038710243,101
C[C@H]1CN1C,6.87517111780624,7.061617637246459,6.66386372001164,6.9981037829545505,102
C[C@H]1O[C@H]1C,7.87460770711764,8.3330990996044,7.8886691975508905,8.25080448195067,103
O[C@H]1C[C@H]1O,6.9587999103529405,7.093751850439551,6.62233558765577,6.89850380399278,104
C1[C@H]2C[C@@H]1C2,9.33128641358771,9.514693147645641,8.925017233263821,9.20490524784413,105
C1[C@H]2C[C@@H]1O2,7.23213514794006,7.69738421925448,7.34793978712032,7.47350406666592,106
C#CCC#C,7.34269451784908,6.6435732682332995,6.52200743165676,6.52940376201895,107
C#CCC#N,7.39900714750963,6.71606035345945,6.61084421385807,6.5782035965295895,108
N#CCC#N,8.51339584287062,7.59881528020082,7.49728111499813,7.52190416572525,109
O=CCC#C,4.47388951214967,4.3074439152024295,4.28745741475092,4.31100234984966,110
O=CCC#N,4.47949723725559,4.33130069293371,4.3092923855365,4.31690232538084,111
N=CNC=O,5.00532051542795,4.7021147809305495,4.64534799302069,4.80150278309411,112
N=COC=O,5.82843458629708,5.56363393189232,5.5651985873348195,5.59320319861567,113
O=CNC=O,4.69807198338112,4.418200295640211,4.3370627066719605,4.495602575867729,114
CC#CC#C,5.55213521101689,4.78669842146816,4.74338576556587,4.745602678242401,115
CC#CC#N,6.02334194602837,5.17010077475639,5.12712091426387,5.13520297188086,116
CC#CC=O,4.053889187776391,3.7920823314896097,3.82476458225856,3.92930206956888,117
CC#CCO,6.7749499026053,6.17665994775604,6.00834792095139,6.09690333728704,118
CCC#CC,7.34703174273569,6.63315783315206,6.536004975302361,6.5631037191105,119
CO/C=N/C,6.13967965651504,5.8888523276107705,5.84117142582701,5.88360324874367,120
CCCC#C,7.3868689587577,6.8034135701872795,6.670602622973989,6.605603570524661,121
CCCC#N,8.6148105500317,7.81592850208606,7.706878820593561,7.67620422684283,122
CNCC#N,6.48935592976868,6.20913838514648,6.08688682131514,6.33340359250382,123
COCC#C,6.97021101052359,6.39422052504084,6.24276949739856,6.26400336838023,124
COCC#N,7.2858058228716995,6.8785817945569,6.7434608716825,7.03480379678585,125
OCCC#C,7.39467645335878,6.81165427026044,6.68304993321856,6.60590371225563,126
OCCC#N,7.50888786512759,7.79940220313139,7.462283718402261,7.40060418451694,127
CCCC=O,4.421350831416429,4.26814494065264,4.25974967983316,4.27380246261873,128
CCNC=O,5.91228651231558,5.8142351340709,5.773028096223229,5.76850311268352,129
CCOC=O,5.96541459195116,5.81639463069554,5.77317177240995,5.75100318987263,130
COCC=O,4.41335530604826,4.28101810929156,4.26191407450962,4.27040239831368,131
OCCC=O,4.36862629682802,4.21159285068089,4.20589042990645,4.22310245611592,132
CCCCC,9.29456816811908,9.457215597993901,8.8483659876487,9.081604956695331,133
CCCCO,7.23616053019413,7.579536820351291,7.20661439315993,7.1435040839151895,134
CCCOC,7.405359648606179,7.777351990179719,7.335948267809001,7.52780414125643,135
CCOCC,7.33765142927241,7.72100779529633,7.264080514024091,7.488604216199,136
COCCO,7.60747068199474,7.96871424884929,7.5132093074027795,7.6787041380689605,137
OCCCO,7.25501558067522,7.565070152186931,7.20674636844508,7.15780394620368,138
C#CC1CC1,6.91094186236169,6.37123396784958,6.21283804695452,6.208503543207811,139
C#C[C@H]1CN1,6.67993776551493,6.174429701494,6.05303529673116,6.1044033430794205,140
C#C[C@H]1CO1,6.89050800651062,6.31063853610042,6.17719900557023,6.1582035442703,141
N#CC1CC1,7.861517663628691,7.21272063109553,7.06136674814768,7.10470389430907,142
N#C[C@H]1CN1,7.1146009522393605,6.64553031204938,6.58009397241812,6.7394036520916005,143
N#C[C@H]1CO1,7.35363105122117,6.926476577936801,6.89107862954765,7.0374038459603,144
O=CC1CC1,4.58271442748643,4.41758368533887,4.421200896607941,4.4416023708942,145
O=C[C@H]1CN1,4.4599891131985006,4.36112629103564,4.339818677162681,4.355902518769611,146
O=C[C@H]1CO1,4.369395290963761,4.1587752531079,4.16926688010634,4.21000234440934,147
O=CN1CC1,5.28063837554621,5.177061450620591,5.13812819727336,5.1587027360572595,148
CCC1CC1,8.4734745436257,8.576918676924201,8.07352902031542,8.28050463550321,149
CC[C@H]1CO1,8.04857807223035,8.31129814306757,8.044777728246011,8.20030447923051,150
CCN1CC1,7.14484696645584,7.40208938267436,7.0415086854994495,7.32350395081832,151
COC1CC1,7.55201140180683,7.772553804194051,7.394010590425251,7.61380413511199,152
OCC1CC1,7.2133037713761,7.52999683578785,7.172265988430209,7.129803960860659,153
OC[C@H]1CN1,7.22356001977319,7.28718870616888,6.96623705781363,7.14110403852339,154
OC[C@H]1CO1,7.62974647744412,7.90181012635597,7.51829702267381,7.58520413842102,155
C1CC=CC1,7.51946384746293,7.1935942829664095,6.93246172514685,7.01550383993111,156
C1CN=CO1,6.80541469646974,6.5857245550992,6.54382417080501,6.5740037892079295,157
C1OCC=C1,6.37807736258409,5.98266797948711,5.9669104025541895,6.35740350219384,158
C1CCCC1,9.196632438320151,9.08881733800028,8.56421068147721,8.815404820040001,159
C1CCOC1,7.2852273085289605,7.6150474239323,7.2358620211471,7.50110404444364,160
C1COCO1,7.6330004165365395,7.90726274648759,7.51105933476779,7.73490438465164,161
C1[C@H]2CC[C@@H]12,7.94908176869877,8.034035484262779,7.592516929788281,7.811104465271341,162
C1[C@H]2CO[C@@H]12,6.9261432382990495,7.3753694215403,6.93974567243117,7.08400391097578,163
C1C[C@H]2O[C@@H]12,7.716535601870681,8.11342474084528,7.8419311707424795,7.9957044191754205,164
[nH]1cccn1,6.611692937392879,6.932586081240279,6.74760407929424,6.77710368483615,165
[nH]1ccnn1,6.0962078139286,5.748652397113021,5.84194069207674,5.88640330170077,166
N1[CH]N=C[N]1,7.067595981606759,6.29268717618012,6.3290641907052905,6.49680368967498,167
[nH]1cnnc1,6.21685880327076,5.96400422514099,6.08710451250714,6.28470362382751,168
[nH]1nccn1,6.51991541930164,6.4340482170732,6.42745843257737,6.50960365965059,169
o1cccn1,6.6221614347021704,6.51509491996879,6.52931042692038,6.505903725728561,170
o1ccnn1,5.99708376233534,5.60932704097913,5.67739390655172,5.69100314353359,171
o1cncn1,6.276814767143421,6.01489607200675,6.04647272363433,6.20610349781601,172
o1cnnc1,6.26280171300039,5.93233042881898,6.0472052544954105,6.24000345869021,173
o1cnnn1,6.05173105437709,5.74541315217606,5.84297935117657,6.03320335702597,174
o1nccn1,6.54948876773484,5.83220635831247,5.83666331335468,5.93470326281178,175
o1ncnn1,5.82043633978901,5.41324033921518,5.49890454440708,5.52970295002326,176
o1nnnn1,5.80831611056042,5.51661209019234,5.55414014689521,5.6534032487373596,177
C/C(=N\O)/C#C,5.76639014755117,5.33270303370887,5.32304706877372,5.4776029170419,178
C/C(=N\O)/CO,6.64878914919362,6.41709932509206,6.43706786602023,6.52450353328703,179
CC/C(=N/O)/C,6.39265042731854,6.1417403757613105,6.17085738903328,6.27090336282466,180
ON=C1CCC1,6.15489028432806,5.90254537570156,5.91584140948094,6.0504034102198805,181
ON=C1CNC1,5.90605156446271,5.45479513874207,5.4786385828878394,5.86210325027978,182
ON=C1COC1,6.2773589951234205,5.99527039470598,6.02402195888938,6.13720341920604,183
FC(F)(F)F,13.98221519242931,15.1809837149494,13.55835574744985,13.50890746530104,184
O=c1[nH]cc[nH]1,5.93098319245449,6.11759270817472,5.66856734505809,5.84070311765022,187
O=c1[nH]cco1,6.39157095112021,6.407437917877109,6.16479523356406,6.29110347275832,188
O=c1occo1,7.02195130881017,6.84956818460113,6.69083538658645,6.79400386841308,189
Cc1ccc[nH]1,6.09960080326991,6.25614526057701,5.7027211882849596,5.90730328881671,190
Cc1ccco1,6.543446204472899,6.3267999301945,6.101214711344601,6.11730345100335,191
Cc1cnco1,6.54846235376456,6.41091226930143,6.200274271922231,6.2603034344582005,192
Cc1ncco1,6.71674553648627,6.46107212953409,6.32608100503292,6.37950351200568,193
Nc1ccc[nH]1,5.87124954571166,6.12156747722665,5.48456876307191,5.67930305830556,194
Nc1ccco1,5.7491754002018,5.84071128106992,5.36304238302392,5.52610315404955,195
Nc1cnco1,5.91606372661077,5.82084777614189,5.579001297363581,5.706203158901,196
Nc1ncco1,6.31561305195161,6.2387563602740395,5.94196081503907,6.09440342606091,197
Oc1ccc[nH]1,5.63752621376283,5.79486252278083,5.22829643322774,5.399702940326669,198
Oc1cnc[nH]1,5.8827670424524,6.03752479930116,5.47222104654768,5.59700299837203,199
Oc1ncc[nH]1,6.30730622817888,6.52453401005391,5.92237214524094,6.12460345301308,200
Cc1c[nH]cc1,6.27293714278592,6.412282091127089,5.9034490662623496,6.07310343137967,201
Cc1c[nH]cn1,6.498483721449239,6.62107515565409,6.17611898514392,6.35140366082833,202
Cc1cocc1,6.5568804721592,6.5052713328158,6.22070050858158,6.23220358328085,203
Cc1cocn1,6.50508166936477,6.47564546638253,6.21986266960637,6.296903582455171,204
Nc1c[nH]cc1,5.6121006988792,5.81336300873295,5.34125530430058,5.47240309080699,205
Nc1c[nH]cn1,5.74027400736092,5.7460681305499905,5.4956337342472805,5.69170329282986,206
Nc1cocc1,5.80526516850454,5.72451343717411,5.5272503866313905,5.69820327970899,207
Nc1cocn1,5.6184980987841,5.51063456217401,5.3418958606330404,5.55690319234967,208
Oc1c[nH]cc1,5.86311905180445,5.98794916780503,5.52910919729708,5.73110322166994,209
OC1=N[CH]N[CH]1,5.934190327940629,6.06225016488852,5.7701853213697,5.97750325595691,210
OC1=[N]=CO[CH]1,5.8175957418474,5.83647092876375,5.656918961488159,5.7998032964972595,211
[CH].N1=CC=C[CH]1.[H].[H],6.56972887842503,6.499953409109231,6.21717091801729,6.24400353434321,212
Cn1ccnc1,6.60415456352791,6.52321915525423,6.41160180615209,6.45630360397333,213
c1ccccc1,5.29494803393834,5.598179075036811,5.50518085358643,5.50410301007204,214
c1ccncc1,5.36323857721071,4.844309306975,4.85925244673585,5.05730272305164,215
c1cnccn1,5.203344668800701,3.9953827751284603,3.9858748402038704,4.172802185064421,216
c1cncnc1,5.57398242693202,4.33960778882043,4.35306600253785,4.5696026148782805,217
C1=[N]=CN=C[N]1,4.77217787473378,4.54959434530757,4.589246251702391,4.78210268829105,218
CC(C)(C)C#C,7.4163470672944,6.85134400049987,6.72031975374492,6.65480368471459,219
CC(C)(C)C#N,8.99853671896803,7.846081453317961,7.74965922153141,7.72730424091094,220
CC(C)(N)C#N,7.11655010474973,7.14689925016842,6.92025523578343,7.021503953410609,221
CC(C)(O)C#C,7.18066451461757,6.6397527878137,6.4839103846008,6.46860370054931,222
CC(C)(O)C#N,7.50774988442141,7.38232030130086,7.23639699725144,7.374004225652469,223
CC(C)(C)C=O,4.454276624206431,4.3205143664841,4.29856864530459,4.31780247845976,224
CC(C)(O)C=O,4.36324578690375,4.23421776837944,4.218395972544879,4.23680230705646,225
CC(C)(C)CO,7.18360878798937,7.541140992134309,7.15838627014228,7.13370389856534,226
CC(C)(O)CO,7.2587732027631295,7.59853337010718,7.2133293500911595,7.182803874806949,227
CCC(C)(C)C,8.96320435005047,9.03168755002776,8.51395530923406,8.85400500586347,228
CCC(C)(C)O,7.18192685141718,7.46617522057325,7.12513421267827,7.2484040270601895,229
COC(C)(C)C,7.286251273473329,7.566898758199731,7.160308483367641,7.55240433440839,230
CC#CC(=O)C,4.20951335556931,3.97113714650547,3.99759070804332,4.1153023220655,231
CC#CC(=O)N,5.19953969887853,4.89711493153243,4.892048441152619,5.03110277175247,232
CC#CC(C)C,7.34184252894639,6.649234599795251,6.546710756010929,6.58100364948669,233
CC#C[C@@H](C)O,7.103703603281829,6.41171473345794,6.30154176541472,6.32440342228457,234
CC(=O)CC#C,4.62259327694891,4.46166696806084,4.45199249937437,4.50040239453734,235
CC(=O)CC#N,4.71534278621243,4.56184546136535,4.5436832131028,4.57110250719116,236
NC(=O)CC#C,5.89351391237346,5.79924927241362,5.74201771380884,5.77750328290277,237
NC(=O)CC#N,5.9347625836616,5.8443363836447,5.78248269680578,5.80900319838517,238
CC(=N)NC=O,5.46334632087782,5.2685159694056996,5.21460583416286,5.32570290131612,239
CC(=N)OC=O,5.49733226977286,5.21198891392103,5.17803099276696,5.29090305947699,240
CC(=O)CC=O,4.37171424638654,4.20865701284278,4.1998293628931895,4.24230227502234,241
CC(=O)NC=N,5.054651516447071,4.76472059083783,4.7208675165514,4.89330261453253,242
CC(=O)NC=O,4.77990672839175,4.5161825569314304,4.44748901283987,4.61180259667546,243
CC(=O)OC=N,5.7929955486954405,5.50653298800274,5.47752645301071,5.62730316327252,244
NC(=O)CC=O,4.430603523418401,4.27306421736386,4.26769676891111,4.28670229842867,246
NC(=O)NC=N,5.70878252741221,5.41476036796332,5.35134828430367,5.51580309530007,247
NC(=O)NC=O,5.22144215393363,5.01053938964216,4.93945559626244,5.03690288144932,248
NC(=O)OC=N,6.31405764838477,6.0444490118907,6.01697856037222,6.09080335797321,249
CC(C)CC#C,7.35579843915152,6.77357790386772,6.63943006062156,6.58040363813874,250
CC(C)CC#N,8.58570414920534,7.785259350615131,7.68081928011323,7.65900417364892,251
C[C@@H](O)CC#C,7.36870861529308,6.79136136945619,6.65934390663774,6.58540373270499,252
C[C@@H](O)CC#N,7.4462796061944,7.615360082906809,7.350009486128259,7.415604196101699,253
CN(C)CC#N,6.31358362581419,6.01491076616221,5.9003864233049,6.28960358044544,254
CC(C)CC=O,4.41021755962957,4.25843183177959,4.24856089679234,4.26760234535658,255
CC(C)NC=O,5.90587006443138,5.8060080396972396,5.76965578754516,5.76500318254414,256
CC(C)OC=O,5.95382879459893,5.80890496523478,5.7634687317545295,5.7439031916455505,257
C[C@@H](O)CC=O,4.3307627235754795,4.17357145131415,4.16171490054187,4.18920222312773,258
CN(C)CC=O,4.3851142277101,4.19277834518431,4.1850206474434,4.23520227679526,259
CC(=O)CCO,4.644537365444481,4.5074958620286605,4.4985857615401,4.531402436620111,260
CCCC(=O)C,4.6368098723564595,4.5008796824758,4.48985824953883,4.52170238921858,261
CCCC(=O)N,5.872112419173949,5.804162834731049,5.75099203319904,5.7812032168248,262
CCNC(=O)C,5.9381996554692895,5.83276119873808,5.82471478805378,5.861003365532199,263
CCNC(=O)N,6.75398460813176,6.75724915966979,6.59747389295942,6.71290383117545,264
CCOC(=O)C,6.09061423875016,5.91279890295875,5.90392771477076,5.930603321324449,265
CCOC(=O)N,7.21373044611242,7.07422957645498,7.01646140906192,7.03070385529852,266
COCC(=O)C,4.64221160717195,4.48118570456354,4.488184748500331,4.51370251002657,268
COCC(=O)N,5.796022544720199,5.69647426741653,5.65696603720843,5.68720307166324,269
NC(=O)CCO,5.90533372775709,5.824681590147,5.7729989800263,5.80050317367954,270
[NH3]CCC(=O)[O],3.66964681860103,3.2244555416035,3.1602230342640003,3.9083022166186097,271
CC(C)CCO,7.21930279639964,7.569395131943991,7.194378515485591,7.134804055426911,272
C[C@@H](O)CCO,7.25096353125013,7.59340402139568,7.21093774023305,7.1538038705506795,273
CCCC(C)C,9.143876338508901,9.256450984627861,8.68756811656391,8.97830504381153,274
CCC[C@@H](C)O,7.278480514260901,7.608512878576439,7.22358505426027,7.303104109216,275
CCOC(C)C,7.32440083852936,7.64502241261474,7.23205868390887,7.54400417553709,276
COCC(C)C,7.39807542920787,7.766573010807839,7.32574970757779,7.54400417553709,277
COC[C@@H](C)O,7.51712040178105,7.88501280186726,7.41965842243871,7.61080435048623,278
CC(=O)C(=O)C,2.9793396132353402,2.74386495564687,2.72969189847772,2.89860148760441,279
CC(=O)C(=O)N,3.5561110658693904,3.36175283216992,3.34117448379016,3.50420205690901,281
NC(=[NH2])C(=O)[O],4.43299567750449,4.2063815956584,4.2414924637881,4.528202648211701,282
NC(=O)C(=O)N,4.42634004142308,4.30367676912487,4.242019004358751,4.4044024836632705,283
CC(C)C(=O)C,4.54542338206885,4.4244183724257,4.41775947097641,4.453402594070551,284
CC(C)C(=O)N,5.87484825322941,5.80289750467755,5.76739397606028,5.79750311693979,285
C[C@@H](O)C(=O)C,4.79816476077878,4.68548099694983,4.67474610004433,4.7129027400641,287
C[C@@H](O)C(=O)N,6.10923880868172,6.0646698024876,6.0038321892873405,6.03700342889632,288
CN(C)C(=O)C,5.8641438330907905,5.74181879848215,5.73952651023039,5.77740314495445,289
CN(C)C(=O)N,6.5742620253844395,6.72905270802599,6.41396457192726,6.66750378885587,290
CC(C)C(C)C,9.12864258100673,9.11320501012605,8.61788326120678,8.968404992627349,291
CC(C)[C@@H](C)O,7.1857821624275,7.4761696953119605,7.1173112075797595,7.1830038785895995,292
C[C@@H](O)[C@@H](C)O,7.1695649849654695,7.371355740187801,6.98255954338979,7.1581040879346505,293
CC1(C)CCC1,8.40169767591345,8.63118065555611,8.07358262677145,8.38420455595231,294
CC1(C)CCO1,7.03446011681648,7.38990221340423,7.003768379884379,7.332504121037569,295
CC1(C)COC1,6.96618916575139,7.3305688463406895,6.90666205352697,7.14940405944637,296
CC1(O)CCC1,7.142594678960609,7.47747937994583,7.063963804068241,7.17200394265784,297
CC1(O)COC1,6.95358348516464,7.24419632843282,6.81338137775497,7.107503947266171,298
CC1(C)C[C@H]1O,7.2278074470431,7.6071697239218,7.08986687900432,7.16870401630111,299
C[C@@]1(O)C[C@H]1O,7.20430033578897,7.51538703566475,6.99679437043467,7.145403983793369,300
C[C@H]1CC1(C)C,7.776318773359689,7.9671490491788095,7.41700177355434,7.71060433323065,301
C[C@H]1C[C@]1(C)O,7.1417250026485695,7.46487070610519,6.97380862958538,7.09500384690754,302
C[C@H]1OC1(C)C,7.63640075295558,8.10891445146103,7.652116968562021,8.087904530293129,303
CN1CC1(C)C,6.7108861059396,6.96707707370076,6.55314870090034,6.904303913689629,304
C[C@H]1CC(=N)O1,6.95407301823265,6.70837830340776,6.68507418919017,6.72540365942009,305
CC1CC(=O)C1,4.42867994962309,4.29780509344865,4.28082327567472,4.31330252940713,306
C[C@H]1CC(=O)N1,6.15774993024897,6.02062243881231,5.97491817305191,5.98190333917521,307
C[C@H]1CC(=O)O1,6.184347167973541,5.987269154944021,5.96306570398948,5.97490320678246,308
CN1CC(=O)C1,5.24383495839871,4.40072377463246,4.38000283852194,4.40900257066422,309
OC1CC(=O)C1,4.40407812378719,4.274109951427429,4.2558219865015,4.29610247621322,310
C[C@H]1C[C@@H](C)C1,8.44969640683753,8.69295298031202,8.119131515443561,8.39610464496299,311
C[C@H]1C[C@@H](C)O1,7.28225963335402,7.700235157527711,7.3020883076913305,7.594104170691951,312
C[C@H]1C[C@@H](O)C1,7.0848836555054495,7.468303696203031,7.0410637791258,7.06010386712009,313
CN1CC(O)C1,6.45865412461895,6.86679163959818,6.40150229541324,6.59280360054905,314
O[C@H]1C[C@@H](O)C1,7.06421387682505,7.328144038575799,6.948663664225441,7.06060401263371,315
C[C@@]12C[C@@H](C1)C2,8.863256609409481,9.263423905621611,8.58721846355969,8.89220491200765,316
C[C@@]12C[C@@H](C1)O2,6.96450777340718,7.67141556484681,7.15710651804731,7.5976041008313295,317
C[C@@]12C[N@@](C1)C2,6.48510850249877,7.1728913063792294,6.56228438388661,6.821903715807779,318
O[C@@]12C[C@@H](C1)C2,7.22513175017943,7.763497034264881,7.22839466903352,7.21890414940429,319
O[C@@]12C[N@@](C1)C2,6.8552548227641505,7.533827112311091,6.91774797747957,7.13400404029631,320
